Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;0,541789;0,085370;0,125920;5,781476;9008,716082;-14198468166,812273;0,003724;0,250000;25,443248;0,067144;0,058776;0,855670;0,275381;0,118017;0,028333;0,006372;0,011278;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
2;0,548553;0,083210;0,125656;5,784800;9031,573642;-14798194577,856514;0,005310;0,250000;26,187363;0,059447;0,066209;0,770318;0,298346;0,115919;0,023411;0,007289;0,013750;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
3;0,552106;0,081740;0,125491;5,794387;9050,441756;-16878000059,645695;0,003025;0,250000;27,437464;0,060731;0,064760;0,766784;0,290587;0,115961;0,040000;0,005912;0,017566;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
4;0,576424;0,071300;0,103094;5,820187;9180,562650;-22236884948,011840;0,005424;0,250000;31,393732;0,055931;0,047163;0,773050;0,229841;0,090116;0,036728;0,006375;0,005006;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
5;0,534805;0,088160;0,137945;5,766454;8969,503330;-11492142820,569363;0,004463;0,250000;23,771091;0,062015;0,075930;0,769504;0,320228;0,134439;0,035117;0,008186;0,008772;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
6;0,541339;0,086160;0,130982;5,782391;9004,863761;-14525558113,266014;0,005145;0,250000;25,635087;0,065491;0,065491;0,829787;0,325111;0,116159;0,028428;0,004554;0,007500;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
7;0,544672;0,084810;0,131666;5,783252;9015,519137;-14567889251,515923;0,003104;0,250000;25,921290;0,061397;0,070269;0,782456;0,311548;0,123432;0,026801;0,007734;0,010013;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
8;0,544283;0,085080;0,128029;5,780056;9007,185036;-14041270761,127098;0,005329;0,250000;25,642597;0,060884;0,067145;0,783972;0,307594;0,117067;0,030252;0,008197;0,003750;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
9;0,551541;0,081540;0,123325;5,792802;9049,687889;-16687677558,534107;0,002648;0,250000;27,251947;0,061864;0,061461;0,829268;0,298858;0,106440;0,035413;0,005912;0,006266;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
10;0,547023;0,083510;0,127949;5,784869;9026,338596;-15023677330,651588;0,003864;0,250000;26,209333;0,060698;0,067251;0,810036;0,328880;0,111409;0,016694;0,005460;0,007500;4500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
