Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;-0,167536;0,166160;0,299990;4,561040;5895,195585;-5661174491,214071;0,004319;0,040000;0,655180;0,076553;0,223437;0,906355;0,824639;0,304241;0,041806;0,006818;0,005000;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000400
2;-0,199619;0,277730;0,331360;4,481632;5514,243237;-5207736732,741822;0,004744;0,040000;0,554827;0,078250;0,253110;0,886288;0,840552;0,370337;0,031667;0,005909;0,011250;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000200
3;-0,237618;0,545360;0,346484;4,041581;4791,000000;-3831783041,842830;0,015164;0,040000;0,333573;0,100595;0,245888;0,918919;0,841704;0,401930;0,068333;0,002730;0,000000;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998400
4;-0,234312;0,481360;0,334272;4,200273;4908,186734;-4244774908,523683;0,015026;0,040000;0,390892;0,094586;0,239686;0,886667;0,847716;0,374860;0,041667;0,008189;0,001255;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001200
5;-0,238282;0,524520;0,350554;4,098887;4793,984367;-3987021287,453867;0,011013;0,040000;0,351655;0,094461;0,256093;0,888514;0,841905;0,413292;0,056667;0,003638;0,003778;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999200
6;-0,156236;0,140700;0,285184;4,565214;5934,480137;-5714123502,581973;0,004170;0,040000;0,672652;0,074880;0,210305;0,909396;0,801508;0,277666;0,043478;0,007276;0,011264;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001400
7;-0,199773;0,282920;0,325812;4,482213;5499,564400;-5154281648,160436;0,005230;0,040000;0,553281;0,078420;0,247393;0,875839;0,823197;0,361873;0,048495;0,007276;0,008761;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000200
8;-0,215122;0,361900;0,342393;4,397426;5245,052637;-4870815512,089223;0,002264;0,040000;0,492511;0,081236;0,261157;0,880000;0,843789;0,394467;0,041736;0,004091;0,003750;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001600
9;-0,180618;0,199010;0,299559;4,532958;5785,274467;-5516163337,224684;0,005087;0,040000;0,619516;0,074063;0,225496;0,909396;0,818068;0,306082;0,038333;0,005460;0,006250;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998800
10;-0,235940;0,495890;0,358358;4,167558;4870,378408;-4180297931,617861;0,003309;0,040000;0,379281;0,087753;0,270605;0,929530;0,870886;0,415771;0,056667;0,007731;0,001252;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,002800
11;-0,211129;0,346740;0,309562;4,408641;5296,415367;-4955455643,266034;0,004475;0,040000;0,503526;0,082664;0,226898;0,886288;0,832392;0,326024;0,030050;0,005002;0,006258;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,003200
12;-0,187577;0,224690;0,324259;4,524906;5710,249274;-5430676120,201231;0,005410;0,040000;0,602383;0,075841;0,248418;0,903010;0,829146;0,356839;0,038397;0,006364;0,008761;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999800
13;-0,238781;0,514890;0,366811;4,125691;4819,062117;-4057624403,507937;0,003178;0,040000;0,361704;0,095401;0,271410;0,939597;0,855605;0,438620;0,058333;0,008182;0,003755;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001000
14;-0,181369;0,197910;0,326740;4,544584;5792,100670;-5521500634,412951;0,004394;0,040000;0,623609;0,076413;0,250326;0,906040;0,843632;0,359072;0,028428;0,008186;0,002500;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000400
15;-0,185733;0,213380;0,333166;4,533483;5743,542688;-5480807208,299573;0,003725;0,040000;0,612295;0,076946;0,256220;0,900000;0,849874;0,367939;0,055092;0,005455;0,006250;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
16;-0,227959;0,429960;0,338056;4,298651;5051,227261;-4565232941,160481;0,004331;0,040000;0,437961;0,086022;0,252035;0,906667;0,850888;0,380665;0,038333;0,007727;0,007519;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,002000
17;-0,209120;0,327050;0,332030;4,430027;5354,283817;-5077917772,782995;0,003239;0,040000;0,518294;0,083383;0,248647;0,875839;0,856784;0,365093;0,043333;0,009091;0,002509;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999200
18;-0,222319;0,396590;0,336615;4,343289;5141,950923;-4754970969,502401;0,006701;0,040000;0,462682;0,085786;0,250829;0,946667;0,848141;0,376089;0,036789;0,004548;0,007509;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001100
19;-0,215406;0,363420;0,327010;4,388856;5241,820403;-4880269365,278782;0,006535;0,040000;0,487855;0,083710;0,243300;0,906040;0,841509;0,359375;0,040067;0,006364;0,002509;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999400
20;-0,235813;0,488880;0,357035;4,187754;4889,763331;-4206540475,597292;0,009869;0,040000;0,385250;0,090617;0,266419;0,896321;0,852792;0,424005;0,048495;0,004545;0,002506;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,997700
21;-0,230593;0,447980;0,350050;4,262493;4997,008833;-4436339787,722532;0,004105;0,040000;0,421029;0,082211;0,267839;0,933110;0,852997;0,403979;0,048414;0,005909;0,003755;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999200
22;-0,217613;0,377570;0,323131;4,371769;5200,535885;-4824387556,200776;0,004095;0,040000;0,477369;0,083894;0,239237;0,888889;0,840479;0,350267;0,053333;0,006364;0,006274;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999600
23;-0,180275;0,197410;0,337446;4,555852;5805,845989;-5580301286,723589;0,002765;0,040000;0,637132;0,078945;0,258501;0,886288;0,823270;0,385182;0,071786;0,006364;0,008750;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001200
24;-0,209100;0,327180;0,339320;4,432540;5351,698101;-5018940675,400639;0,005058;0,040000;0,516574;0,080566;0,258754;0,919192;0,839421;0,387737;0,030000;0,006364;0,006258;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,997200
25;-0,228821;0,418380;0,374623;4,321973;5082,810296;-4669546029,885029;0,006418;0,040000;0,446293;0,091923;0,282700;0,911864;0,856601;0,458482;0,051667;0,006364;0,006266;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998800
26;-0,200121;0,281880;0,338651;4,486046;5502,940863;-5186267159,676493;0,003756;0,040000;0,556509;0,077564;0,261088;0,876667;0,843358;0,382826;0,050083;0,008182;0,007509;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001600
27;-0,137647;0,126360;0,241808;4,575702;5984,406511;-5938449792,569800;0,004138;0,040000;0,723675;0,071149;0,170658;0,840000;0,788050;0,192479;0,031720;0,005912;0,013750;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998400
28;-0,211256;0,342990;0,335878;4,424683;5308,176311;-4966800942,782274;0,005957;0,040000;0,508800;0,082965;0,252913;0,895973;0,841410;0,376507;0,046901;0,006821;0,013767;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000400
29;-0,232947;0,501230;0,294035;4,170889;4863,557371;-4170901926,295355;0,008231;0,040000;0,382137;0,091685;0,202350;0,928814;0,835755;0,290905;0,021667;0,005457;0,001258;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
30;-0,222812;0,407560;0,330854;4,336192;5114,785656;-4632776700,782483;0,006776;0,040000;0,454989;0,082312;0,248543;0,899329;0,846977;0,366726;0,041736;0,004545;0,005025;250,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000600
