Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;0,464765;0,088140;0,129908;5,650333;8646,291720;-5154753731,979603;0,003887;0,250000;16,555870;0,067326;0,062582;0,854093;0,293257;0,121103;0,040201;0,006818;0,008772;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
2;0,485545;0,080230;0,117439;5,675473;8745,737807;-7940984567,802784;0,005479;0,250000;18,627786;0,060487;0,056952;0,735714;0,250636;0,116368;0,036851;0,007289;0,007509;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
3;0,486030;0,081030;0,121279;5,681636;8739,403539;-8995489269,615050;0,005486;0,250000;19,266775;0,059732;0,061548;0,773723;0,279262;0,114989;0,023333;0,008644;0,005019;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
4;0,500615;0,074010;0,106647;5,702220;8824,159267;-12174116405,955673;0,002573;0,250000;21,195116;0,061128;0,045519;0,766551;0,229206;0,096197;0,031720;0,009095;0,011250;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
5;0,471448;0,085040;0,133212;5,655246;8680,868572;-5408849398,782213;0,002839;0,250000;16,868571;0,060762;0,072451;0,793594;0,312223;0,128946;0,018364;0,007279;0,003750;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
6;0,477115;0,083520;0,125189;5,669182;8706,361257;-7462699640,603497;0,004601;0,250000;18,049671;0,063602;0,061587;0,826855;0,286528;0,115419;0,031720;0,004550;0,013784;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
7;0,481950;0,081070;0,125705;5,671816;8730,073767;-7587093766,291719;0,005402;0,250000;18,233903;0,059529;0,066176;0,783217;0,299621;0,113524;0,028428;0,010014;0,005006;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
8;0,481965;0,080560;0,125126;5,668738;8731,598417;-7274854351,796257;0,002979;0,250000;18,016843;0,058735;0,066391;0,782313;0,302414;0,110439;0,040134;0,005009;0,010000;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
9;0,488358;0,079060;0,116840;5,679583;8754,769305;-8921471688,033617;0,003390;0,250000;19,175366;0,059025;0,057815;0,797909;0,261313;0,107175;0,021776;0,008640;0,011264;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
10;0,468768;0,086830;0,132163;5,654837;8658,943794;-5779850522,809526;0,003941;0,250000;17,000235;0,063156;0,069007;0,848592;0,332274;0,111634;0,036913;0,006824;0,013767;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
11;0,484484;0,079940;0,118995;5,670845;8737,189032;-7384638250,684931;0,005283;0,250000;18,261166;0,058438;0,060557;0,768683;0,279188;0,107199;0,033501;0,007734;0,010038;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
12;0,460236;0,089510;0,136579;5,645095;8630,401240;-4401724929,946312;0,003394;0,250000;15,984776;0,067836;0,068743;0,796552;0,328463;0,126934;0,035000;0,005914;0,008750;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
13;0,480006;0,082930;0,126159;5,674134;8718,388828;-8068095001,239564;0,005498;0,250000;18,447498;0,062072;0,064087;0,820423;0,297845;0,115118;0,023411;0,006821;0,007500;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
14;0,459960;0,089610;0,140266;5,642593;8626,105450;-4300877437,241621;0,003343;0,250000;15,947072;0,065397;0,074869;0,856643;0,341804;0,126650;0,031773;0,006367;0,012531;4000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
