Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;0,644097;0,070490;0,112734;5,939699;9530,856851;-39150076030,772020;0,003942;0,250000;45,988913;0,060718;0,052016;0,793333;0,261875;0,093132;0,036667;0,010000;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001000
2;0,620519;0,079100;0,134007;5,903977;9402,560348;-28242804269,371128;0,006063;0,250000;38,174046;0,060248;0,073759;0,806667;0,331039;0,116522;0,023372;0,009091;0,012516;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999800
3;0,599231;0,086910;0,142814;5,883873;9302,651922;-23292537796,631187;0,001587;0,250000;34,117794;0,072807;0,070007;0,786667;0,310000;0,143365;0,040000;0,008182;0,011250;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998600
4;0,587708;0,092680;0,158016;5,871590;9236,436678;-20241279297,991820;0,001972;0,250000;32,013759;0,071807;0,086209;0,793333;0,389375;0,148000;0,031667;0,014091;0,003755;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999600
5;0,593549;0,090240;0,153007;5,875713;9273,652098;-21156482641,068657;0,003424;0,250000;32,776763;0,070549;0,082458;0,776667;0,373592;0,146097;0,040000;0,005002;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000200
6;0,629203;0,075960;0,124787;5,918399;9453,163838;-32522785464,256060;0,004257;0,250000;41,137664;0,062043;0,062744;0,753333;0,292240;0,112767;0,041667;0,004545;0,015000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999600
7;0,598918;0,087110;0,145458;5,880902;9299,411031;-22556501669,053497;0,002842;0,250000;33,745716;0,070328;0,075130;0,800000;0,338125;0,139840;0,033333;0,007276;0,010000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999200
8;0,635314;0,073720;0,125650;5,923237;9479,350379;-33522974976,576640;0,003430;0,250000;42,181248;0,056923;0,068727;0,746667;0,300000;0,112100;0,036667;0,009091;0,007500;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000400
9;0,632373;0,074770;0,127213;5,919899;9461,523666;-33299547655,528824;0,001756;0,250000;41,882513;0,057706;0,069507;0,763333;0,320625;0,108691;0,033333;0,006364;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000600
10;0,605852;0,083950;0,141671;5,885174;9330,805504;-23904109729,829365;0,003723;0,250000;34,810579;0,065833;0,075838;0,826667;0,360625;0,121637;0,045000;0,005000;0,007500;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999600
11;0,628352;0,075910;0,127338;5,915791;9446,285159;-31744802167,686730;0,003761;0,250000;40,606820;0,061218;0,066120;0,706667;0,308750;0,116967;0,030000;0,007273;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998400
12;0,606943;0,084150;0,143758;5,887450;9333,754973;-24540302636,360930;0,003088;0,250000;35,248395;0,063926;0,079832;0,796667;0,359375;0,128724;0,033333;0,005000;0,016270;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001400
13;0,611413;0,082840;0,142514;5,894602;9354,173218;-25906761430,779420;0,002414;0,250000;36,412009;0,062406;0,080108;0,813333;0,362727;0,124222;0,025000;0,009091;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000200
14;0,640052;0,072150;0,120936;5,929766;9510,791229;-35710249920,931160;0,002864;0,250000;43,703639;0,056917;0,064019;0,793333;0,288125;0,105602;0,026667;0,004545;0,011264;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,002000
15;0,633367;0,075450;0,130404;5,923111;9460,641400;-33811288970,286945;0,005277;0,250000;42,425507;0,055344;0,075060;0,780000;0,328956;0,110320;0,031773;0,008186;0,012500;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999800
16;0,640222;0,071330;0,118647;5,928146;9514,323480;-35287821385,323616;0,002740;0,250000;43,303922;0,057323;0,061325;0,780000;0,271420;0,106714;0,025000;0,008182;0,006250;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000400
17;0,647619;0,069530;0,116046;5,939926;9553,224274;-38517079802,927040;0,003577;0,250000;45,932086;0,055622;0,060424;0,716667;0,285000;0,098732;0,033389;0,007727;0,010000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998400
18;0,588543;0,092110;0,154693;5,870719;9245,547261;-20533835175,066380;0,003348;0,250000;32,164484;0,072143;0,082550;0,822148;0,375860;0,145176;0,040000;0,008182;0,006250;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,002600
19;0,617179;0,079820;0,133927;5,900289;9392,687411;-27548474600,214096;0,002576;0,250000;37,470188;0,063813;0,070114;0,793333;0,326250;0,117582;0,043333;0,006367;0,012500;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999200
20;0,593247;0,090200;0,153577;5,875477;9268,032235;-21243887302,979900;0,003611;0,250000;32,813653;0,069635;0,083942;0,806667;0,385241;0,139012;0,035000;0,010000;0,011250;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,997600
21;0,618107;0,079700;0,131726;5,903703;9402,310728;-27695332653,107285;0,004357;0,250000;37,596379;0,065613;0,066113;0,816667;0,310625;0,119609;0,025000;0,006818;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,997200
22;0,614149;0,081360;0,135668;5,898591;9374,941998;-27357148699,072914;0,002820;0,250000;37,298691;0,065033;0,070635;0,750000;0,330206;0,126974;0,033333;0,004091;0,003750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999400
23;0,643081;0,070870;0,120712;5,932941;9518,543276;-37021512690,932990;0,002778;0,250000;44,785404;0,054405;0,066307;0,780000;0,301250;0,099778;0,040000;0,004091;0,011250;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,999400
24;0,626864;0,076850;0,128929;5,913810;9432,999898;-31280908666,860306;0,005694;0,250000;40,389337;0,059359;0,069570;0,800000;0,313517;0,113485;0,023372;0,005455;0,013767;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001600
25;0,622785;0,078820;0,135595;5,907230;9411,000600;-29473713234,744500;0,003376;0,250000;39,048417;0,057840;0,077754;0,806667;0,325829;0,122830;0,030000;0,006818;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,997200
26;0,608444;0,083440;0,140284;5,891550;9342,481882;-25246558503,110480;0,004465;0,250000;35,735234;0,065639;0,074645;0,773333;0,345625;0,128753;0,033333;0,006818;0,003755;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998600
27;0,641119;0,071920;0,118459;5,934446;9508,659700;-37511332896,935950;0,005859;0,250000;44,926728;0,058129;0,060330;0,706667;0,313125;0,097154;0,023333;0,005460;0,010000;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,001400
28;0,628518;0,075790;0,124762;5,915399;9451,230284;-31391221521,810980;0,004555;0,250000;40,369883;0,061731;0,063032;0,770000;0,289737;0,112000;0,040067;0,007731;0,010013;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000600
29;0,591831;0,089820;0,151300;5,870970;9270,429288;-20129345890,722324;0,000903;0,250000;31,956979;0,071100;0,080200;0,806667;0,370000;0,142889;0,030000;0,004091;0,011250;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;5,998800
30;0,601093;0,086530;0,145587;5,882882;9314,107229;-22764872690,854260;0,002706;0,250000;33,996288;0,068341;0,077246;0,790000;0,368981;0,130976;0,030050;0,006364;0,008750;5000,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000400
