Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;0,364140;0,086130;0,124255;5,471389;8191,672304;-434885678,942222;0,007666;0,250000;9,739542;0,066168;0,058087;0,855072;0,280913;0,112632;0,043478;0,007303;0,008750;3250,000000;96,897575;13,155366;5,577226;2,065476;1,004407;3,015921;6,000000
2;0,377388;0,079290;0,120794;5,482506;8256,901236;-1268190926,780053;0,003178;0,250000;10,262212;0,058029;0,062764;0,828179;0,276786;0,107679;0,033333;0,006818;0,010000;3250,000000;96,290661;13,117521;5,568851;2,045224;1,003694;3,020384;6,000000
3;0,380829;0,078370;0,116966;5,491702;8271,624283;-2202650710,368857;0,003528;0,250000;10,767171;0,059843;0,057123;0,809187;0,234959;0,115738;0,035000;0,008189;0,006258;3250,000000;94,919473;12,634037;5,580001;2,045763;1,005818;3,010363;6,000000
4;0,391670;0,073970;0,107376;5,510763;8328,127153;-3931104349,200017;0,001616;0,250000;11,714489;0,061487;0,045889;0,794425;0,225254;0,099866;0,021703;0,009095;0,005000;3250,000000;93,031457;12,479207;5,442448;2,026485;1,005416;3,007755;6,000000
5;0,371264;0,082440;0,123184;5,476318;8229,209082;-533776073,336508;0,005800;0,250000;9,883043;0,061037;0,062147;0,807143;0,252378;0,122760;0,036789;0,007745;0,012531;3250,000000;95,828573;12,895082;5,652318;2,052034;1,004266;3,012695;6,000000
6;0,360051;0,086910;0,132722;5,464445;8176,173653;-156081093,639967;0,002840;0,250000;9,472090;0,065504;0,067218;0,831579;0,312658;0,119875;0,045302;0,007731;0,008750;3250,000000;97,868893;13,616968;5,604762;2,065988;1,004553;3,011761;6,000000
7;0,376232;0,080320;0,122441;5,481576;8245,551715;-1273695301,565561;0,004890;0,250000;10,282987;0,057590;0,064851;0,799296;0,274398;0,116697;0,018333;0,005914;0,012516;3250,000000;92,956994;13,130101;5,613161;2,026888;1,003120;3,022106;6,000000
8;0,364433;0,084890;0,129146;5,468870;8195,801046;-357594551,830623;0,003786;0,250000;9,643173;0,063716;0,065430;0,814433;0,307302;0,117265;0,026891;0,008644;0,002500;3250,000000;95,832851;13,465490;5,604514;2,036439;1,005001;3,003901;6,000000
9;0,380113;0,079160;0,119468;5,489567;8263,126788;-2017697912,485519;0,003811;0,250000;10,695777;0,058171;0,061297;0,838596;0,273999;0,105817;0,031826;0,007738;0,007528;3250,000000;95,979715;13,095521;5,518575;2,053005;1,005290;3,012556;6,000000
10;0,372732;0,081690;0,122027;5,481974;8236,033582;-1293758155,760720;0,003141;0,250000;10,218717;0,063180;0,058847;0,852632;0,281547;0,107055;0,035058;0,010005;0,003755;3250,000000;97,549938;13,246053;5,524115;2,041072;1,005870;3,004758;6,000000
11;0,374198;0,080590;0,121310;5,481526;8244,211163;-1134492830,943085;0,003898;0,250000;10,151470;0,061763;0,059547;0,791519;0,277460;0,113397;0,023411;0,005002;0,013767;3250,000000;93,968741;13,167629;5,575719;2,040013;1,001619;3,019806;6,000000
12;0,351046;0,090890;0,136221;5,449369;8134,508290;1069110509,840751;0,004761;0,250000;8,835887;0,067050;0,069171;0,838028;0,310345;0,128309;0,043551;0,006367;0,016270;3250,000000;96,449230;13,658225;5,681996;2,070325;1,003574;3,021443;6,000000
