Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;-0,073021;0,075630;0,127970;4,644442;6199,991359;-8565434802,658403;0,002399;0,040000;0,998784;0,045107;0,082863;0,705674;0,426376;0,087567;0,010000;0,001818;0,003750;0,000000;80,482518;13,452359;5,487309;2,015719;1,000721;3,004051;6,000000
2;-0,053149;0,066970;0,113943;4,670075;6288,524521;-8731759938,217129;0,003105;0,040000;1,083571;0,035362;0,078582;0,591549;0,388604;0,076992;0,008347;0,001364;0,003750;0,000000;74,735366;13,255041;5,444762;2,013288;1,000746;3,002400;6,000000
3;-0,110157;0,091120;0,151802;4,589715;6058,623053;-8159208502,831691;0,003764;0,040000;0,837975;0,062513;0,089289;0,648276;0,498401;0,118500;0,011667;0,001364;0,000000;0,000000;78,525048;14,054425;5,643345;2,017460;1,000685;3,000000;6,000000
4;0,017867;0,045750;0,078506;4,807678;6751,768718;-10454006053,820751;0,002921;0,040568;1,677241;0,026102;0,052404;0,527211;0,281369;0,037870;0,011667;0,000909;0,005000;0,000000;70,598624;11,886025;5,186003;2,018665;1,000358;3,010158;6,000000
5;-0,119615;0,096000;0,160884;4,567451;6033,575091;-7831990262,528647;0,004597;0,040000;0,770480;0,061126;0,099758;0,641115;0,508028;0,136343;0,011706;0,000455;0,002500;0,000000;77,213079;14,156992;5,697040;2,026885;1,000097;3,001500;6,000000
6;-0,055451;0,069270;0,117813;4,675579;6274,638576;-8824413579,469395;0,002981;0,040000;1,098009;0,038667;0,079146;0,640845;0,401530;0,078160;0,008333;0,000455;0,002500;0,000000;76,471316;13,055387;5,445524;2,010502;1,000158;3,003051;6,000000
7;-0,140256;0,108080;0,183884;4,539464;5969,418041;-7502514101,727216;0,003937;0,040000;0,688207;0,066243;0,117641;0,652921;0,524026;0,180112;0,020067;0,002274;0,001250;0,000000;79,241995;14,212183;5,786152;2,045718;1,001644;3,001900;6,000000
8;-0,057498;0,069350;0,113607;4,671830;6273,132755;-8799539066,344719;0,002772;0,040000;1,082968;0,042703;0,070903;0,586572;0,392082;0,074281;0,015050;0,001819;0,002500;0,000000;76,021643;13,105161;5,404484;2,030869;1,001389;3,002901;6,000000
9;-0,127075;0,100740;0,168616;4,562429;6005,753375;-7812577859,215030;0,002805;0,040000;0,754952;0,065853;0,102763;0,676056;0,530809;0,142123;0,015000;0,002729;0,002500;0,000000;79,786007;14,218722;5,696582;2,027067;1,001704;3,005452;6,000000
10;-0,121120;0,097850;0,163438;4,568174;6025,803924;-7871071037,607517;0,004481;0,040000;0,775637;0,062046;0,101392;0,724739;0,506133;0,137115;0,018364;0,000000;0,003755;0,000000;79,605947;14,071758;5,715614;2,030155;1,000000;3,004355;6,000000
11;-0,097556;0,085320;0,144209;4,600871;6108,081559;-8159577795,276856;0,002692;0,040000;0,866901;0,052769;0,091440;0,595819;0,483024;0,107939;0,031720;0,001364;0,001250;0,000000;77,410556;13,883025;5,605586;2,060868;1,000910;3,001800;6,000000
12;-0,049393;0,067030;0,110395;4,688420;6308,458437;-8951441618,038070;0,004007;0,040000;1,137271;0,040391;0,070004;0,609155;0,379974;0,071110;0,003333;0,003182;0,003750;0,000000;76,325914;12,959677;5,393660;2,006717;1,001037;3,004852;6,000000
13;-0,075548;0,076940;0,127857;4,644321;6190,132006;-8577325982,151401;0,002521;0,040000;0,995773;0,048726;0,079130;0,626335;0,436745;0,087520;0,015000;0,001818;0,002500;0,000000;78,252072;13,353656;5,492271;2,020094;1,001419;3,004101;6,000000
