Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP;BPO_Sigma;Manuf_Sigma;Retail_Sigma;Health_Sigma;Public_Sigma;Agri_Sigma;MeanDegree
1;0,403113;0,084060;0,125731;5,538714;8368,159909;-2068450666,454030;0,003896;0,250000;11,940428;0,064327;0,061404;0,865052;0,281986;0,113377;0,038397;0,007738;0,010013;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
2;0,412604;0,080260;0,121774;5,548218;8411,209208;-2831891654,766751;0,005511;0,250000;12,518837;0,058669;0,063105;0,783217;0,264557;0,117410;0,030100;0,009567;0,003759;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
3;0,421688;0,076420;0,115264;5,561186;8457,714421;-4221494787,254451;0,005134;0,250000;13,342780;0,057632;0,057632;0,778947;0,250318;0,109123;0,030151;0,008186;0,005013;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
4;0,426121;0,075610;0,109836;5,576995;8474,390087;-6018698428,392365;0,003277;0,250000;14,332753;0,061713;0,048122;0,795848;0,247776;0,095504;0,030050;0,006818;0,013750;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
5;0,401257;0,084200;0,128303;5,528734;8361,620085;-1068710735,057878;0,003650;0,250000;11,461735;0,060823;0,067480;0,800000;0,284444;0,126568;0,026711;0,007283;0,003755;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
6;0,396166;0,086610;0,132191;5,529783;8338,779642;-1463657087,973384;0,005505;0,250000;11,467409;0,065995;0,066196;0,843206;0,315957;0,119293;0,030050;0,006821;0,008761;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
7;0,413104;0,080000;0,119806;5,548047;8416,132601;-2883346170,637473;0,004724;0,250000;12,525091;0,059298;0,060508;0,792254;0,262626;0,115903;0,015000;0,007283;0,007509;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
8;0,401048;0,084510;0,129738;5,532305;8357,661325;-1583871229,259245;0,002109;0,250000;11,682993;0,062097;0,067641;0,784722;0,298034;0,122504;0,041736;0,006367;0,007500;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
9;0,405629;0,083610;0,126890;5,542174;8379,869704;-2682549159,015339;0,001918;0,250000;12,306392;0,062387;0,064503;0,827465;0,294416;0,116805;0,042088;0,002727;0,008761;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
10;0,413600;0,079710;0,117730;5,550626;8419,983326;-3253442880,814756;0,004711;0,250000;12,704483;0,061284;0,056446;0,829268;0,265863;0,107575;0,018425;0,006367;0,007500;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
11;0,408228;0,083040;0,122579;5,547533;8388,240463;-2663867815,510691;0,004334;0,250000;12,423335;0,063055;0,059524;0,810036;0,272036;0,114945;0,046980;0,004096;0,012500;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
12;0,387523;0,090490;0,136345;5,519343;8294,787455;-304870412,421347;0,001960;0,250000;10,876623;0,069383;0,066962;0,839286;0,299428;0,131632;0,045226;0,010005;0,011250;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
13;0,421166;0,077010;0,117102;5,558918;8454,304864;-3882011599,841274;0,003761;0,250000;13,186961;0,055931;0,061171;0,816254;0,250951;0,111633;0,023529;0,008644;0,003755;3500,000000;50,000000;10,000000;5,000000;2,000000;1,000000;3,000000;6,000000
